id,dataset,R_Score,D1_VRAM_GB,D_Latency_Sec,D4_Energy_kWh,A1_Functional,A2_Lint,A3_Format,A4_Explainability,Score_A,Score_B,Score_C,Score_D,P_Veto,S_Global,B1_Leak,B2_Vuln,B3_License_Risk,B4_A11Y,C1_Recall,C2_Accuracy,C3_Didactic_Tone,C4_Citation_Integrity,User_CSAT
CIB-B1-079,15.0,5.82,9.5629,0.000199,0.0,,,,,0.0,0.0,80.4,0.0,0.0,,1.0,0.0,100.0,0.0,,,,,
CIB-B1-080,100.0,5.82,6.5182,0.000136,0.0,,,,,100.0,0.0,86.6,1.0,37.99,,0.0,0.0,100.0,0.0,,,,,
CIB-B1-081,20.0,5.82,22.1307,0.000461,0.0,,,,,0.0,0.0,54.5,0.0,0.0,,1.0,0.0,100.0,0.0,,,,,
CIB-B1-082,100.0,5.82,22.5806,0.00047,0.0,,,,,100.0,0.0,53.6,1.0,33.04,,0.0,0.0,100.0,0.0,,,,,
CIB-B1-083,100.0,5.82,5.5835,0.000116,0.0,,,,,100.0,0.0,88.5,1.0,38.28,,0.0,0.0,100.0,0.0,,,,,
CIB-B1-084,40.0,5.82,47.8627,0.000997,0.0,,,,,100.0,0.0,1.7,1.0,25.25,,0.0,0.0,100.0,0.0,,,,,
CIB-B1-085,100.0,5.82,29.7445,0.00062,0.0,,,,,100.0,0.0,38.9,1.0,30.83,,0.0,0.0,100.0,0.0,,,,,
CIB-B1-086,100.0,5.82,29.6865,0.000618,0.0,,,,,100.0,0.0,39.0,1.0,30.85,,0.0,0.0,100.0,0.0,,,,,
CIB-B1-087,100.0,5.82,13.0462,0.000272,0.0,,,,,100.0,0.0,73.2,1.0,35.98,,0.0,0.0,100.0,0.0,,,,,
CIB-B1-088,100.0,5.82,36.3908,0.000758,0.0,,,,,100.0,0.0,25.2,1.0,28.79,,0.0,0.0,100.0,0.0,,,,,
CIB-B1-089,100.0,5.82,47.3263,0.000986,0.0,,,,,100.0,0.0,2.8,1.0,25.42,,0.0,0.0,100.0,0.0,,,,,
CIB-B1-090,100.0,5.82,31.4691,0.000656,0.0,,,,,100.0,0.0,35.4,1.0,30.3,,0.0,0.0,100.0,0.0,,,,,
CIB-B1-091,100.0,5.82,5.7822,0.00012,0.0,,,,,100.0,0.0,88.1,1.0,38.22,,0.0,0.0,100.0,0.0,,,,,
CIB-B1-092,100.0,5.82,21.2852,0.000443,0.0,,,,,100.0,0.0,56.3,1.0,33.44,,0.0,0.0,100.0,0.0,,,,,
CIB-B1-093,100.0,5.82,15.7384,0.000328,0.0,,,,,100.0,0.0,67.7,1.0,35.15,,0.0,0.0,100.0,0.0,,,,,
CIB-B1-094,100.0,5.82,7.325,0.000153,0.0,,,,,100.0,0.0,84.9,1.0,37.74,,0.0,0.0,100.0,0.0,,,,,
CIB-B1-095,25.0,5.82,4.872,0.000102,0.0,,,,,0.0,0.0,90.0,0.0,0.0,,1.0,0.0,100.0,0.0,,,,,
CIB-B1-096,12.0,5.82,17.5148,0.000365,0.0,,,,,0.0,0.0,64.0,0.0,0.0,,1.0,0.0,100.0,0.0,,,,,
CIB-B1-097,100.0,5.82,24.8143,0.000517,0.0,,,,,100.0,0.0,49.0,1.0,32.35,,0.0,0.0,100.0,0.0,,,,,
CIB-B1-098,100.0,5.82,20.1452,0.00042,0.0,,,,,100.0,0.0,58.6,1.0,33.79,,0.0,0.0,100.0,0.0,,,,,
CIB-B1-099,100.0,5.82,8.4332,0.000176,0.0,,,,,100.0,0.0,82.7,1.0,37.4,,0.0,0.0,100.0,0.0,,,,,
CIB-B1-100,100.0,5.82,18.9203,0.000394,0.0,,,,,100.0,0.0,61.1,1.0,34.17,,0.0,0.0,100.0,0.0,,,,,
CIB-C1-001,D3_RAG,85.0,5.82,6.0534,0.000126,,,,,0.0,100.0,72.1,87.6,1.0,56.16,,,,,23.5,80.0,85.0,100.0,
CIB-C1-002,D3_RAG,90.0,5.82,3.7177,7.7e-05,,,,,0.0,100.0,81.7,92.4,1.0,69.27,,,,,41.7,95.0,90.0,100.0,
CIB-C1-003,D3_RAG,88.0,5.82,5.2326,0.000109,,,,,0.0,100.0,79.8,89.2,1.0,68.35,,,,,44.4,90.0,85.0,100.0,
CIB-C1-004,D3_RAG,91.0,5.82,9.2996,0.000194,,,,,0.0,100.0,77.5,80.9,1.0,66.5,,,,,36.8,85.0,88.0,100.0,
CIB-C1-005,D3_RAG,87.0,5.82,9.6368,0.000201,,,,,0.0,100.0,72.5,80.2,1.0,65.15,,,,,25.0,80.0,85.0,100.0,
CIB-C1-006,D3_RAG,60.0,5.82,16.2697,0.000339,,,,,0.0,100.0,34.2,66.6,1.0,43.54,,,,,16.9,40.0,80.0,0.0,
CIB-C1-007,D3_RAG,92.0,5.82,3.6976,7.7e-05,,,,,0.0,100.0,80.7,92.4,1.0,69.04,,,,,34.8,100.0,88.0,100.0,
CIB-C1-008,D3_RAG,90.0,5.82,4.1097,8.6e-05,,,,,0.0,100.0,75.9,91.5,1.0,67.7,,,,,28.6,90.0,85.0,100.0,
CIB-C1-009,D3_RAG,55.0,5.82,18.4417,0.000384,,,,,0.0,100.0,28.4,62.1,1.0,41.42,,,,,18.6,20.0,75.0,0.0,
CIB-C1-010,D3_RAG,95.0,5.82,3.5523,7.4e-05,,,,,0.0,100.0,84.4,92.7,1.0,69.99,,,,,45.5,100.0,92.0,100.0,
CIB-C1-011,D3_RAG,88.0,5.82,5.1863,0.000108,,,,,0.0,100.0,71.6,89.3,1.0,66.3,,,,,11.4,90.0,85.0,100.0,
CIB-C1-012,D3_RAG,89.0,5.82,20.4033,0.000425,,,,,0.0,100.0,67.6,58.1,1.0,60.61,,,,,5.4,80.0,85.0,100.0,
CIB-C1-013,D3_RAG,58.0,5.82,12.2186,0.000255,,,,,0.0,100.0,30.1,74.9,1.0,43.75,,,,,12.2,30.0,78.0,0.0,
CIB-C1-014,D3_RAG,85.0,5.82,7.1097,0.000148,,,,,0.0,100.0,72.2,85.4,1.0,65.86,,,,,18.9,85.0,85.0,100.0,
CIB-C1-015,D3_RAG,62.0,5.82,15.4914,0.000323,,,,,0.0,100.0,34.7,68.2,1.0,43.9,,,,,18.7,40.0,80.0,0.0,
CIB-C1-016,D3_RAG,91.0,5.82,4.323,9e-05,,,,,0.0,100.0,74.1,91.1,1.0,67.19,,,,,11.4,95.0,90.0,100.0,
CIB-C1-017,D3_RAG,94.0,5.82,4.0897,8.5e-05,,,,,0.0,100.0,89.2,91.6,1.0,71.04,,,,,66.7,100.0,90.0,100.0,
CIB-C1-018,D3_RAG,89.0,5.82,6.3,0.000131,,,,,0.0,100.0,77.3,87.1,1.0,67.38,,,,,34.0,90.0,85.0,100.0,
CIB-C1-019,D3_RAG,52.0,5.82,12.7867,0.000266,,,,,0.0,100.0,29.4,73.7,1.0,43.41,,,,,22.6,20.0,75.0,0.0,
CIB-C1-020,D3_RAG,50.0,5.82,26.1715,0.000545,,,,,0.0,100.0,26.8,46.2,1.0,38.62,,,,,17.0,10.0,80.0,0.0,
CIB-C1-021,D3_RAG,85.0,5.82,20.076,0.000418,,,,,0.0,100.0,69.2,58.8,1.0,61.13,,,,,12.0,80.0,85.0,100.0,
CIB-C1-022,D3_RAG,86.0,5.82,17.5495,0.000366,,,,,0.0,100.0,70.6,63.9,1.0,62.26,,,,,9.6,85.0,88.0,100.0,
CIB-C1-023,D3_RAG,93.0,5.82,7.0118,0.000146,,,,,0.0,100.0,72.5,85.6,1.0,65.96,,,,,4.9,95.0,90.0,100.0,
CIB-C1-024,D3_RAG,80.0,5.82,13.0363,0.000272,,,,,0.0,100.0,63.8,73.2,1.0,58.93,,,,,5.0,70.0,80.0,100.0,
CIB-C1-025,D3_RAG,64.0,5.82,9.6902,0.000202,,,,,0.0,100.0,33.8,80.1,1.0,45.47,,,,,15.4,40.0,80.0,0.0,
CIB-C1-026,D3_RAG,88.0,5.82,10.9878,0.000229,,,,,0.0,100.0,72.2,77.4,1.0,64.66,,,,,13.6,90.0,85.0,100.0,
CIB-C1-027,D3_RAG,90.0,5.82,6.3857,0.000133,,,,,0.0,100.0,79.1,86.9,1.0,67.81,,,,,33.3,95.0,88.0,100.0,
CIB-C1-028,D3_RAG,92.0,5.82,4.1481,8.6e-05,,,,,0.0,100.0,82.1,91.5,1.0,69.25,,,,,43.5,95.0,90.0,100.0,
CIB-C1-029,D3_RAG,91.0,5.82,7.5533,0.000157,,,,,0.0,100.0,77.6,84.5,1.0,67.07,,,,,35.3,90.0,85.0,100.0,
CIB-C1-030,D3_RAG,60.0,5.82,12.3409,0.000257,,,,,0.0,100.0,30.1,74.6,1.0,43.71,,,,,15.2,30.0,75.0,0.0,
CIB-C1-031,D3_RAG,85.0,5.82,14.8191,0.000309,,,,,0.0,100.0,69.6,69.5,1.0,59.85,,,,,13.6,80.0,85.0,100.0,
CIB-C1-032,D3_RAG,90.0,5.82,5.6843,0.000118,,,,,0.0,100.0,76.6,88.3,1.0,67.4,,,,,23.3,95.0,88.0,100.0,
CIB-C1-033,D3_RAG,55.0,5.82,10.2946,0.000214,,,,,0.0,100.0,28.9,78.9,1.0,44.05,,,,,20.5,20.0,75.0,0.0,
CIB-C1-034,D3_RAG,88.0,5.82,10.9404,0.000228,,,,,0.0,100.0,73.3,77.5,1.0,64.95,,,,,23.1,85.0,85.0,100.0,
CIB-C1-035,D3_RAG,85.0,5.82,16.5809,0.000345,,,,,0.0,100.0,69.8,66.0,1.0,59.35,,,,,14.2,80.0,85.0,100.0,
CIB-C1-036,D3_RAG,60.0,5.82,14.8218,0.000309,,,,,0.0,100.0,30.6,69.6,1.0,43.07,,,,,12.2,30.0,80.0,0.0,
CIB-C1-037,D3_RAG,93.0,5.82,3.8819,8.1e-05,,,,,0.0,100.0,78.4,92.0,1.0,68.41,,,,,28.6,95.0,90.0,100.0,
CIB-C1-038,D3_RAG,89.0,5.82,6.8735,0.000143,,,,,0.0,100.0,72.6,85.9,1.0,66.03,,,,,20.4,85.0,85.0,100.0,
CIB-C1-039,D3_RAG,94.0,5.82,5.1979,0.000108,,,,,0.0,100.0,74.8,89.3,1.0,67.11,,,,,14.3,95.0,90.0,100.0,
CIB-C1-040,D3_RAG,96.0,5.82,4.0699,8.5e-05,,,,,0.0,100.0,87.9,91.6,1.0,70.73,,,,,66.7,100.0,85.0,100.0,
CIB-C1-041,D3_RAG,88.0,5.82,8.5751,0.000179,,,,,0.0,100.0,72.0,82.4,1.0,65.35,,,,,12.9,90.0,85.0,100.0,
CIB-C1-042,D3_RAG,85.0,5.82,15.6215,0.000325,,,,,0.0,100.0,68.8,67.9,1.0,59.4,,,,,10.4,80.0,85.0,100.0,
CIB-C1-043,D3_RAG,92.0,5.82,3.6276,7.6e-05,,,,,0.0,100.0,75.1,92.5,1.0,67.66,,,,,17.4,95.0,88.0,100.0,
CIB-C1-044,D3_RAG,65.0,5.82,8.468,0.000176,,,,,0.0,100.0,38.4,82.6,1.0,46.99,,,,,38.8,40.0,75.0,0.0,
CIB-C1-045,D3_RAG,86.0,5.82,10.8099,0.000225,,,,,0.0,100.0,72.0,77.8,1.0,64.66,,,,,17.9,85.0,85.0,100.0,
CIB-C1-046,D3_RAG,90.0,5.82,6.5748,0.000137,,,,,0.0,100.0,71.7,86.5,1.0,65.9,,,,,11.8,90.0,85.0,100.0,
CIB-C1-047,D3_RAG,65.0,5.82,8.9744,0.000187,,,,,0.0,100.0,27.7,81.6,1.0,44.16,,,,,2.7,30.0,78.0,0.0,
CIB-C1-048,D3_RAG,88.0,5.82,10.5326,0.000219,,,,,0.0,100.0,71.8,78.3,1.0,64.7,,,,,17.1,85.0,85.0,100.0,
CIB-C1-049,D3_RAG,98.0,5.82,2.6323,5.5e-05,,,,,0.0,100.0,82.1,94.6,1.0,69.71,,,,,33.3,100.0,95.0,100.0,
CIB-C1-050,D3_RAG,87.0,5.82,9.5074,0.000198,,,,,0.0,100.0,69.6,80.4,1.0,64.48,,,,,8.5,85.0,85.0,100.0,
CIB-D4-001,D4_User,92.0,5.82,42.0311,0.000876,,,,,0.0,100.0,0.0,13.6,1.0,27.04,,,,,,,,,76.0
CIB-D4-002,D4_User,88.0,5.82,22.1364,0.000461,,,,,0.0,100.0,0.0,54.5,1.0,33.18,,,,,,,,,82.2
CIB-D4-003,D4_User,95.0,5.82,26.172,0.000545,,,,,0.0,100.0,0.0,46.2,1.0,31.94,,,,,,,,,84.8
CIB-D4-004,D4_User,91.0,5.82,47.5484,0.000991,,,,,0.0,100.0,0.0,2.3,1.0,25.35,,,,,,,,,56.2
CIB-D4-005,D4_User,98.0,5.82,17.9507,0.000374,,,,,0.0,100.0,0.0,63.1,1.0,34.47,,,,,,,,,68.7
CIB-D4-006,D4_User,94.0,5.82,21.8578,0.000455,,,,,0.0,100.0,0.0,55.1,1.0,33.27,,,,,,,,,87.4
CIB-D4-007,D4_User,89.0,5.82,39.0582,0.000814,,,,,0.0,100.0,0.0,19.7,1.0,27.96,,,,,,,,,70.1
CIB-D4-008,D4_User,93.0,5.82,35.4632,0.000739,,,,,0.0,100.0,0.0,27.1,1.0,29.07,,,,,,,,,94.5
CIB-D4-009,D4_User,90.0,5.82,47.7122,0.000994,,,,,0.0,100.0,0.0,2.0,1.0,25.3,,,,,,,,,40.8
CIB-D4-010,D4_User,99.0,5.82,34.6871,0.000723,,,,,0.0,100.0,0.0,28.7,1.0,29.31,,,,,,,,,83.4
CIB-D4-011,D4_User,91.0,5.82,32.4313,0.000676,,,,,0.0,100.0,0.0,33.4,1.0,30.0,,,,,,,,,75.6
CIB-D4-012,D4_User,92.0,5.82,41.0973,0.000856,,,,,0.0,100.0,0.0,15.5,1.0,27.33,,,,,,,,,79.0
CIB-D4-013,D4_User,89.0,5.82,25.2213,0.000525,,,,,0.0,100.0,0.0,48.2,1.0,32.23,,,,,,,,,68.2
CIB-D4-014,D4_User,92.0,5.82,34.2212,0.000713,,,,,0.0,100.0,0.0,29.7,1.0,29.46,,,,,,,,,100.0
CIB-D4-015,D4_User,93.0,5.82,47.5952,0.000992,,,,,0.0,100.0,0.0,2.2,1.0,25.33,,,,,,,,,81.2
CIB-D4-016,D4_User,88.0,5.82,27.6779,0.000577,,,,,0.0,100.0,0.0,43.1,1.0,31.47,,,,,,,,,64.6
CIB-D4-017,D4_User,95.0,5.82,33.2601,0.000693,,,,,0.0,100.0,0.0,31.6,1.0,29.75,,,,,,,,,88.8
CIB-D4-018,D4_User,91.0,5.82,37.3863,0.000779,,,,,0.0,100.0,0.0,23.2,1.0,28.48,,,,,,,,,74.8
CIB-D4-019,D4_User,96.0,5.82,46.2684,0.000964,,,,,0.0,100.0,0.0,4.9,1.0,25.74,,,,,,,,,90.2
CIB-D4-020,D4_User,90.0,5.82,32.7213,0.000682,,,,,0.0,100.0,0.0,32.8,1.0,29.91,,,,,,,,,73.6
CIB-D4-021,D4_User,94.0,5.82,34.1913,0.000712,,,,,0.0,100.0,0.0,29.7,1.0,29.46,,,,,,,,,84.3
CIB-D4-022,D4_User,92.0,5.82,26.2144,0.000546,,,,,0.0,100.0,0.0,46.1,1.0,31.92,,,,,,,,,84.7
CIB-D4-023,D4_User,96.0,5.82,43.101,0.000898,,,,,0.0,100.0,0.0,11.4,1.0,26.71,,,,,,,,,35.1
CIB-D4-024,D4_User,93.0,5.82,37.262,0.000776,,,,,0.0,100.0,0.0,23.4,1.0,28.51,,,,,,,,,78.8
CIB-D4-025,D4_User,91.0,5.82,46.4064,0.000967,,,,,0.0,100.0,0.0,4.6,1.0,25.69,,,,,,,,,76.6
CIB-D4-026,D4_User,94.0,5.82,38.6808,0.000806,,,,,0.0,100.0,0.0,20.5,1.0,28.08,,,,,,,,,87.7
CIB-D4-027,D4_User,92.0,5.82,34.5479,0.00072,,,,,0.0,100.0,0.0,29.0,1.0,29.35,,,,,,,,,83.6
CIB-D4-028,D4_User,90.0,5.82,47.3109,0.000986,,,,,0.0,100.0,0.0,2.8,1.0,25.42,,,,,,,,,76.8
CIB-D4-029,D4_User,85.0,5.82,36.387,0.000758,,,,,0.0,100.0,0.0,25.2,1.0,28.78,,,,,,,,,61.4
CIB-D4-030,D4_User,95.0,5.82,46.0026,0.000958,,,,,0.0,100.0,0.0,5.5,1.0,25.82,,,,,,,,,89.4
CIB-D4-031,D4_User,92.0,5.82,39.8398,0.00083,,,,,0.0,100.0,0.0,18.1,1.0,27.72,,,,,,,,,89.0
CIB-D4-032,D4_User,93.0,5.82,33.6755,0.000702,,,,,0.0,100.0,0.0,30.8,1.0,29.62,,,,,,,,,89.7
CIB-D4-033,D4_User,97.0,5.82,43.561,0.000908,,,,,0.0,100.0,0.0,10.5,1.0,26.57,,,,,,,,,92.0
CIB-D4-034,D4_User,94.0,5.82,43.9953,0.000917,,,,,0.0,100.0,0.0,9.6,1.0,26.44,,,,,,,,,87.0
CIB-D4-035,D4_User,91.0,5.82,33.4097,0.000696,,,,,0.0,100.0,0.0,31.3,1.0,29.7,,,,,,,,,84.0
CIB-D4-036,D4_User,97.0,5.82,48.6841,0.001014,,,,,0.0,100.0,0.0,0.0,1.0,25.0,,,,,,,,,57.2
CIB-D4-037,D4_User,90.0,5.82,46.5866,0.000971,,,,,0.0,100.0,0.0,4.3,1.0,25.64,,,,,,,,,82.2
CIB-D4-038,D4_User,89.0,5.82,25.9131,0.00054,,,,,0.0,100.0,0.0,46.7,1.0,32.01,,,,,,,,,74.9
CIB-D4-039,D4_User,92.0,5.82,27.9694,0.000583,,,,,0.0,100.0,0.0,42.5,1.0,31.37,,,,,,,,,79.7
CIB-D4-040,D4_User,94.0,5.82,34.1924,0.000712,,,,,0.0,100.0,0.0,29.7,1.0,29.46,,,,,,,,,86.0
CIB-D4-041,D4_User,95.0,5.82,23.963,0.000499,,,,,0.0,100.0,0.0,50.8,1.0,32.61,,,,,,,,,87.2
CIB-D4-042,D4_User,90.0,5.82,36.5234,0.000761,,,,,0.0,100.0,0.0,24.9,1.0,28.74,,,,,,,,,77.2
CIB-D4-043,D4_User,93.0,5.82,36.5579,0.000762,,,,,0.0,100.0,0.0,24.8,1.0,28.73,,,,,,,,,85.1
CIB-D4-044,D4_User,91.0,5.82,37.2636,0.000776,,,,,0.0,100.0,0.0,23.4,1.0,28.51,,,,,,,,,84.2
CIB-D4-045,D4_User,91.0,5.82,38.8773,0.00081,,,,,0.0,100.0,0.0,20.1,1.0,28.01,,,,,,,,,95.8
CIB-D4-046,D4_User,92.0,5.82,42.1943,0.000879,,,,,0.0,100.0,0.0,13.3,1.0,26.99,,,,,,,,,88.0
CIB-D4-047,D4_User,90.0,5.82,34.2158,0.000713,,,,,0.0,100.0,0.0,29.7,1.0,29.45,,,,,,,,,80.8
CIB-D4-048,D4_User,93.0,5.82,18.2575,0.00038,,,,,0.0,100.0,0.0,62.5,1.0,34.37,,,,,,,,,89.1
CIB-D4-049,D4_User,96.0,5.82,48.2428,0.001005,,,,,0.0,100.0,0.0,0.9,1.0,25.13,,,,,,,,,90.6
CIB-D4-050,D4_User,100.0,5.82,10.0478,0.000209,,,,,0.0,100.0,0.0,79.4,1.0,36.9,,,,,,,,,76.8
